labels,cnt
3,79
3,36
1,64
0,285
1,209
2,274
1,39
3,433
3,103
0,44
4,50
4,22
2,218
4,42
2,100
3,89
4,38
1,360
1,29
0,102
1,130
4,81
2,112
3,174
4,227
2,145
1,70
4,70
3,173
3,28
0,214
4,78
3,38
0,100
3,419
4,22
4,15
1,81
1,240
3,190
0,76
3,80
0,392
3,147
1,253
0,65
3,76
2,83
0,51
3,9
0,120
3,80
4,50
1,41
4,26
4,31
4,10
4,103
1,15
2,183
1,475
3,317
4,81
0,327
2,366
0,108
0,60
2,54
0,179
3,64
0,237
4,23
4,14
1,76
1,69
4,290
2,240
3,35
2,274
2,125
4,192
4,353
2,84
2,69
0,60
3,44
2,210
0,107
0,124
3,164
4,82
4,135
0,24
1,81
2,94
3,76
3,82
1,169
0,316
1,288
4,31
0,393
3,50
4,40
4,13
1,38
4,48
2,127
0,188
1,592
4,55
1,103
0,98
3,77
3,34
4,65
2,27
4,27
2,44
0,90
3,165
0,120
4,35
4,383
4,136
0,199
4,167
0,68
1,32
2,365
2,102
4,34
1,230
3,32
1,374
4,35
0,53
2,589
0,196
3,101
4,167
4,90
3,177
1,796
4,23
3,91
2,80
3,75
0,149
2,166
0,32
1,405
2,92
3,297
3,22
1,306
3,110
1,91
1,181
2,81
2,64
2,110
2,222
0,21
3,30
4,143
4,22
2,90
0,18
3,132
4,50
3,183
3,90
1,154
1,176
1,83
4,127
0,125
4,118
2,66
1,208
3,201
2,133
3,27
4,33
0,57
3,45
3,52
4,21
4,130
3,73
1,17
3,83
4,56
2,29
3,141
4,31
3,187
0,130
1,83
0,29
2,164
4,23
3,425
3,56
3,53
2,116
1,66
0,210
0,579
2,85
4,138
1,472
0,57
3,134
3,90
0,95
3,38
2,86
4,40
4,91
3,199
3,239
2,83
2,39
3,47
2,63
1,62
2,22
4,18
0,175
2,20
3,8
3,42
1,15
2,36
1,373
3,66
0,212
4,170
3,150
2,132
3,77
4,119
3,66
4,79
0,244
0,46
4,238
2,108
1,86
0,38
1,27
2,43
2,65
0,75
0,160
0,136
3,228
1,131
1,145
4,39
4,37
4,59
2,99
3,115
1,60
2,21
2,350
4,37
1,77
2,588
2,353
4,99
2,87
3,39
0,75
1,93
4,50
0,55
3,56
2,43
1,108
4,172
1,210
1,168
1,133
1,145
2,70
3,21
1,108
1,150
3,46
0,259
2,16
4,30
0,77
2,94
2,220
1,22
0,105
3,72
3,69
2,83
1,42
3,198
1,272
0,317
4,47
1,81
4,21
2,43
2,488
0,385
4,66
1,159
3,16
2,136
1,21
2,93
0,86
4,145
0,217
4,135
2,75
4,48
2,82
3,61
0,83
0,468
1,94
0,48
2,41
2,113
0,63
2,18
3,103
3,248
3,53
1,262
0,202
3,152
4,20
1,60
2,70
4,45
3,93
4,48
0,33
2,166
1,41
4,53
2,136
4,53
4,86
2,393
0,233
3,58
1,79
4,120
3,134
1,71
1,32
0,169
3,160
0,57
2,177
4,79
2,17
1,106
0,161
0,39
3,69
0,115
3,66
4,169
4,166
1,140
0,47
4,57
0,217
1,43
3,61
1,232
3,13
3,82
2,112
1,136
0,46
4,16
2,142
0,64
4,347
2,15
2,284
0,108
2,57
3,50
0,67
3,83
0,81
1,170
4,58
2,25
3,529
4,54
1,58
3,146
4,48
0,138
4,97
0,285
4,29
2,125
3,44
4,94
2,61
2,109
0,330
3,10
4,38
0,19
0,88
0,17
0,498
0,242
4,110
3,242
3,54
3,93
3,60
2,58
2,140
4,54
4,126
1,126
3,17
1,187
4,374
3,90
1,89
4,22
4,20
0,131
3,42
1,101
0,74
1,219
0,214
4,10
2,340
4,40
4,34
1,116
3,155
1,85
4,45
2,94
0,230
1,25
0,311
1,225
4,20
2,101
0,134
0,98
3,35
0,61
1,113
0,81
0,79
3,21
0,196
4,18
3,198
2,157
2,171
4,113
4,52
0,140
2,84
4,44
3,62
1,28
3,33
3,119
2,185
1,109
0,39
4,48
0,36
0,589
1,111
0,130
2,45
0,66
4,25
3,160
1,348
2,43
2,143
2,68
3,72
1,82
0,143
4,135
3,52
4,86
2,213
1,55
2,186
4,44
3,89
1,297
1,106
3,42
2,124
0,327
4,78
1,58
3,87
0,197
1,62
2,125
3,117
0,24
3,41
1,80
2,189
0,294
0,117
3,91
2,187
1,182
4,27
1,111
3,26
3,47
1,179
0,107
0,112
1,104
1,39
2,123
1,140
2,212
4,141
3,60
2,259
1,305
0,71
3,93
2,87
4,102
1,188
1,135
0,231
3,85
1,111
2,206
4,28
1,254
3,37
1,32
4,148
3,348
3,98
2,54
4,97
0,106
0,204
4,116
3,145
3,62
0,147
2,222
0,460
2,49
3,49
0,176
0,134
3,279
0,303
0,43
3,93
4,412
3,50
0,177
2,28
4,34
4,82
4,31
3,149
0,358
1,232
2,29
3,65
2,63
0,160
0,33
3,86
1,63
3,170
2,59
2,117
1,37
3,58
0,54
4,21
4,35
0,300
3,39
4,40
2,83
4,34
3,42
1,145
3,192
2,93
0,48
3,99
1,55
1,141
1,27
1,194
3,147
0,804
2,109
1,35
2,127
3,76
0,77
1,267
3,73
0,240
2,28
1,32
2,129
2,56
4,29
1,82
4,134
0,46
1,108
0,794
1,20
1,54
1,102
0,56
2,112
2,146
1,34
2,97
2,245
4,192
2,326
0,77
1,282
2,112
3,16
2,286
3,138
0,70
2,73
1,36
2,68
0,89
0,15
1,100
1,37
3,174
2,261
4,56
4,18
2,110
1,265
3,154
0,90
2,390
2,115
1,127
4,126
2,97
0,97
0,147
1,57
2,74
4,49
4,146
0,233
3,107
3,149
2,110
3,34
0,51
4,108
0,46
3,154
1,377
4,17
2,77
2,188
1,262
4,14
2,233
0,53
1,307
3,62
4,69
0,163
2,122
4,32
0,91
0,127
3,100
2,432
4,42
2,128
2,250
3,132
4,30
4,178
1,170
0,115
1,132
3,20
2,129
3,41
4,47
1,98
2,44
0,44
3,63
3,157
1,49
3,102
3,270
2,73
1,187
3,35
3,119
0,52
0,164
2,89
4,62
2,146
0,101
0,81
0,38
1,230
2,57
2,54
3,22
2,297
0,114
1,235
3,43
3,32
1,190
0,578
1,209
1,97
3,51
2,167
2,78
0,17
1,145
3,214
0,216
3,131
3,66
4,897
2,131
3,141
0,241
4,185
1,59
2,318
2,104
3,127
1,124
1,671
3,133
2,41
2,89
0,78
2,98
1,59
0,138
0,228
3,135
1,35
0,103
0,98
4,51
1,117
2,87
1,664
2,92
0,186
2,79
0,721
3,138
3,202
3,226
3,345
1,123
3,35
3,173
1,272
0,27
0,19
1,234
3,44
0,488
2,159
0,75
1,88
1,380
4,92
1,286
1,454
0,41
1,117
1,113
0,87
0,145
1,131
3,75
1,205
1,138
3,77
4,125
4,25
4,90
0,93
3,154
2,113
1,42
4,21
4,65
2,140
1,91
0,110
2,85
1,166
2,160
1,63
4,37
2,128
1,113
4,100
3,79
4,15
3,124
2,111
4,55
4,16
2,71
3,92
4,78
0,33
3,121
1,79
4,33
4,35
2,78
3,16
2,181
0,22
3,79
2,64
3,58
2,56
1,26
0,53
0,64
4,72
2,173
1,126
4,40
4,102
1,235
0,36
3,67
4,85
1,139
0,50
3,591
4,354
2,52
3,34
0,344
4,27
3,37
1,87
1,193
0,266
2,95
1,152
4,13
4,148
1,586
0,180
2,22
1,22
0,27
2,316
0,34
1,191
2,530
4,72
3,89
4,34
0,60
3,143
4,180
0,81
3,73
0,102
0,32
1,148
2,61
4,66
0,58
4,24
1,28
4,89
1,263
4,151
2,199
0,127
4,52
4,45
4,31
4,60
2,170
0,36
4,60
2,100
4,36
1,89
2,102
0,79
0,187
4,34
4,284
3,71
2,274
3,243
1,121
1,118
3,129
3,50
2,53
0,214
1,71
1,36
1,92
2,203
1,70
2,132
1,89
0,237
0,51
3,245
1,96
1,144
1,423
0,267
3,373
0,725
2,72
3,48
3,57
2,39
0,104
4,42
2,56
3,141
3,104
4,20
3,74
4,116
2,81
2,101
0,297
4,90
3,120
4,109
1,51
3,96
0,223
2,63
2,152
0,62
2,110
4,75
4,40
0,31
4,173
2,184
3,163
2,373
2,33
3,204
3,306
4,65
3,261
2,36
4,39
3,55
4,108
2,579
3,223
4,68
2,234
1,92
0,132
1,81
4,70
2,93
3,49
3,52
0,311
3,34
1,122
4,69
0,79
1,280
1,83
0,75
1,73
2,119
1,22
3,121
0,761
0,25
1,127
4,25
4,68
1,78
3,139
0,52
0,145
1,48
4,46
4,74
3,229
1,188
4,51
2,65
2,62
3,435
3,118
1,620
0,254
1,143
3,45
2,116
3,40
0,629
2,141
0,209
4,97
4,78
3,208
0,265
0,32
3,47
4,286
3,64
3,120
1,42
4,157
0,62
4,151
1,175
2,19
2,227
2,141
2,35
4,56
3,350
4,86
3,99
4,61
1,80
0,156
1,32
0,39
3,121
2,176
2,85
2,185
3,97
4,155
2,313
2,166
3,133
4,67
1,27
2,68
3,28
4,35
0,158
3,159
0,42
4,45
4,76
3,47
2,26
3,55
3,31
0,161
1,303
4,18
2,80
2,164
2,113
4,79
4,155
2,18
0,148
4,107
2,61
4,94
0,950
4,25
4,77
4,145
2,198
4,115
2,58
3,51
3,236
0,295
1,48
1,148
4,49
3,106
4,21
2,578
4,27
0,215
1,37
0,159
4,34
0,86
4,182
3,138
4,118
1,60
3,185
4,68
4,33
3,125
1,213
0,152
1,37
1,99
2,90
3,24
3,95
4,68
0,95
4,21
2,137
4,60
1,93
1,18
2,70
1,65
2,39
0,100
4,123
2,267
0,144
3,64
3,54
2,130
3,20
3,108
1,68
1,61
3,154
3,188
2,139
0,22
2,35
4,109
1,84
2,27
3,294
3,42
3,132
4,26
1,212
1,27
0,87
3,39
0,794
1,127
0,29
2,92
2,88
0,56
3,27
0,53
0,74
3,40
3,47
1,76
4,30
3,76
2,143
2,185
3,84
2,204
0,87
2,165
0,453
4,75
0,290
2,110
0,210
4,38
2,633
0,104
4,86
1,181
4,101
3,53
2,75
0,680
4,38
1,93
2,122
0,60
3,171
4,51
3,210
0,49
2,146
2,113
1,104
0,187
1,33
0,24
4,36
3,112
0,40
1,380
2,116
4,86
1,206
4,32
3,78
2,165
2,62
1,30
3,41
1,107
3,29
4,318
2,153
0,62
3,161
2,36
2,196
4,46
0,266
3,101
3,90
3,210
1,71
4,7
1,93
4,64
2,123
1,111
4,20
2,46
0,114
3,59
1,111
1,91
1,17
3,193
2,66
2,172
4,157
2,186
3,73
2,26
1,112
4,60
1,84
4,83
4,262
1,135
4,143
2,96
4,58
4,29
0,113
3,69
3,39
2,80
4,35
1,160
1,145
3,38
2,235
1,37
2,167
1,38
1,40
2,37
4,47
1,102
2,134
1,216
3,32
3,405
4,87
1,72
2,107
4,137
0,54
1,46
4,86
0,57
1,265
0,86
1,24
2,178
2,49
0,158
1,109
4,29
3,94
4,55
2,124
4,48
1,77
2,46
3,158
1,124
0,21
4,62
1,814
0,143
2,69
2,106
1,59
1,216
2,45
4,38
3,82
1,347
1,64
1,78
1,50
1,39
3,94
0,308
3,195
1,287
4,61
3,165
1,516
0,60
1,240
2,121
4,100
4,24
2,40
2,40
4,73
4,46
4,24
4,139
1,76
4,90
1,28
4,29
4,86
4,24
4,38
1,126
1,24
2,25
4,104
4,143
2,144
2,155
2,45
0,632
3,43
4,325
3,46
4,528
2,101
0,70
1,137
4,24
0,92
3,99
2,73
2,28
2,115
3,107
3,170
3,80
4,502
2,186
2,53
4,56
4,49
1,156
4,147
1,30
4,106
0,109
0,103
2,47
2,54
0,74
0,63
3,242
0,189
4,15
1,270
4,226
3,104
0,39
2,34
2,66
4,215
2,137
0,404
1,168
4,173
2,83
4,59
4,63
2,39
4,19
4,106
2,22
0,57
3,65
4,107
4,40
4,198
2,58
1,97
1,222
0,143
4,31
2,112
4,254
3,136
0,57
3,162
4,21
1,135
0,290
4,68
4,59
1,210
0,342
0,43
1,35
0,46
3,54
3,33
0,249
1,60
4,37
4,127
4,22
4,102
0,176
4,145
1,175
3,97
0,69
1,122
2,69
2,52
1,461
1,187
2,80
2,99
4,53
2,181
1,152
2,84
4,68
0,51
4,262
4,144
0,849
4,121
0,98
3,21
0,788
2,63
2,196
0,199
2,110
3,147
3,29
0,98
4,153
2,72
3,167
1,825
0,257
3,48
4,46
2,29
2,202
0,147
2,61
0,295
2,225
2,111
4,14
4,22
0,207
3,114
0,15
3,173
1,359
4,46
0,90
4,90
0,153
2,344
1,181
0,49
1,17
4,104
4,488
2,35
2,101
2,100
4,27
0,140
1,302
0,172
3,66
4,259
0,201
0,102
2,177
0,54
1,125
3,97
2,156
0,115
0,257
2,46
4,93
2,34
0,63
1,36
4,253
1,366
4,36
4,196
2,497
0,221
0,137
2,118
2,21
0,241
1,364
1,318
0,178
0,29
2,71
3,112
4,74
3,98
3,177
0,62
4,64
0,64
3,114
4,200
4,78
1,26
4,175
2,132
0,43
4,39
1,51
0,251
0,235
2,132
3,110
1,175
3,100
4,213
3,284
4,112
2,67
0,27
0,468
1,98
3,175
3,148
1,58
2,102
0,147
3,146
4,91
4,17
3,136
4,89
0,71
3,75
0,66
1,287
1,40
4,55
1,62
0,49
4,170
1,41
2,181
4,24
0,120
1,416
4,72
2,180
1,77
0,98
1,115
3,53
2,191
0,125
0,52
4,145
0,89
0,51
3,20
0,44
2,503
0,38
4,67
3,21
4,41
2,121
0,310
2,151
4,116
0,268
2,57
2,271
2,84
1,69
0,127
2,168
1,247
0,221
4,88
2,13
3,431
0,49
0,105
4,93
4,42
0,226
2,17
0,76
3,120
1,554
4,63
4,70
0,632
2,82
0,233
2,348
4,46
0,85
3,123
1,362
1,81
1,132
4,151
0,59
0,54
3,14
4,316
2,36
2,218
1,50
4,58
4,32
0,97
0,83
0,51
4,30
2,16
1,122
3,60
4,29
0,140
1,160
2,369
1,62
2,101
4,17
3,131
0,81
3,206
0,67
0,53
3,123
2,222
3,81
4,152
2,48
4,145
4,692
1,380
3,124
1,249
1,155
4,45
0,66
4,46
0,22
3,36
3,58
1,63
2,260
4,82
4,40
1,174
2,108
1,126
4,195
1,355
2,158
0,246
4,41
1,14
0,27
4,25
3,27
1,74
0,98
0,356
0,214
2,277
2,171
1,61
0,135
3,25
2,47
4,38
1,87
1,33
1,228
1,58
1,67
1,27
1,93
4,14
4,44
2,116
3,414
0,53
0,30
0,65
0,626
4,139
2,172
2,76
4,62
2,550
2,48
3,24
4,42
0,346
1,162
1,241
1,46
1,167
1,90
3,23
2,212
3,112
1,71
4,54
4,40
0,28
0,61
3,154
2,32
4,48
0,34
3,255
1,593
0,68
2,145
2,128
0,123
3,178
0,66
0,34
4,168
2,37
2,74
4,137
4,246
2,126
1,65
4,126
4,43
0,41
2,37
2,172
3,40
2,5
2,182
1,85
1,55
4,56
4,128
4,93
3,34
1,22
2,160
2,12
4,72
3,180
3,183
2,29
3,62
1,823
3,60
3,112
2,138
3,19
3,53
2,35
4,562
0,58
3,28
2,127
0,91
1,76
0,245
3,13
4,45
1,123
4,18
0,31
2,23
0,89
2,78
1,129
2,97
3,45
0,20
2,166
0,113
4,75
0,182
0,267
3,97
1,58
1,135
2,177
0,29
3,100
2,89
3,218
1,405
4,33
3,43
1,748
3,98
2,37
4,30
2,450
0,303
3,23
1,71
2,73
3,20
3,163
4,101
0,30
0,266
1,40
2,160
0,66
4,120
3,168
3,91
4,44
1,39
1,26
3,190
4,382
2,68
1,150
3,72
2,82
2,92
3,98
2,171
4,17
3,158
0,24
4,89
2,55
2,148
0,39
4,102
4,29
4,81
1,214
3,84
2,161
1,313
2,61
2,75
1,307
1,378
2,16
4,105
1,149
4,121
0,153
2,168
2,124
4,27
2,360
4,20
3,173
2,546
2,146
4,10
0,33
0,138
2,155
1,131
3,39
3,79
0,37
0,26
3,72
4,37
0,24
4,209
1,139
0,113
3,66
1,222
1,154
0,643
2,239
3,24
0,30
3,171
2,49
0,294
2,57
4,25
3,19
0,172
0,31
1,96
3,300
4,69
2,142
4,44
2,175
1,213
4,119
3,43
0,76
0,185
4,8
4,178
3,49
4,151
1,56
1,83
4,60
1,82
0,41
1,85
0,38
2,30
2,114
0,56
2,96
1,359
3,213
4,86
3,82
2,60
2,64
4,94
4,53
3,68
1,35
2,215
4,90
4,48
0,90
3,186
4,41
3,70
4,56
0,99
0,959
2,111
1,105
3,114
3,44
3,33
3,152
1,130
1,45
1,168
0,148
2,179
0,140
2,179
0,146
3,177
3,86
4,27
0,160
4,41
2,173
0,43
1,94
3,80
1,113
2,56
2,302
4,149
0,140
4,34
0,227
4,105
2,35
0,86
1,31
0,134
4,54
2,152
3,67
1,26
1,128
1,87
2,98
0,84
2,43
1,122
3,146
3,12
0,85
1,27
1,165
3,32
2,84
4,57
4,48
4,39
4,73
3,37
3,159
0,129
2,193
2,51
0,178
4,95
4,22
0,113
0,74
1,501
0,33
2,172
4,28
4,31
4,155
3,121
1,111
1,26
1,67
1,485
0,91
1,15
2,78
4,47
0,111
0,265
3,276
3,433
4,65
3,173
2,242
0,188
4,242
2,257
2,74
4,347
2,23
4,21
2,198
4,18
1,60
3,46
2,123
4,55
2,25
4,78
3,149
2,67
3,43
2,135
4,383
4,187
4,56
0,23
2,77
4,262
3,107
1,231
3,113
2,83
3,88
1,264
1,23
0,47
0,60
4,35
1,72
3,42
2,81
0,29
4,14
1,140
3,148
2,140
1,68
0,46
0,331
4,64
1,72
0,99
0,28
1,122
3,99
0,18
3,142
4,69
1,60
1,60
0,151
4,60
2,65
1,183
3,75
2,123
3,96
1,66
1,118
4,117
1,75
2,52
3,479
0,267
2,80
2,256
4,387
4,181
2,43
2,19
3,22
3,171
3,132
2,184
0,109
3,229
3,67
4,151
2,57
2,212
0,185
3,79
2,38
2,66
2,225
2,522
1,161
2,424
4,33
1,20
0,30
4,26
1,268
2,33
1,80
1,279
4,42
0,204
3,35
4,40
1,265
1,59
3,86
1,285
2,95
2,89
4,18
0,199
3,89
0,278
4,244
2,112
2,205
0,108
1,118
3,117
4,53
1,57
2,97
2,87
3,121
1,53
1,98
3,236
2,154
1,96
2,78
1,88
4,60
3,45
4,85
3,26
4,36
1,134
2,118
1,42
4,76
1,110
2,212
0,618
4,49
0,414
4,83
4,60
3,101
2,27
4,441
1,66
0,172
4,32
1,297
1,140
0,84
4,29
4,220
0,320
0,154
4,76
0,650
0,135
3,191
1,118
4,69
3,203
4,42
0,108
4,63
0,147
1,53
3,56
0,154
0,106
1,272
3,101
2,201
3,937
3,336
4,66
4,139
0,40
3,104
4,268
1,54
1,131
1,23
3,217
4,59
1,95
4,23
0,52
0,29
0,68
3,301
1,231
3,54
1,402
1,68
4,113
0,73
1,333
2,45
2,78
4,35
3,79
2,67
1,97
4,9
1,243
3,117
0,79
3,98
4,77
3,9
3,144
1,57
4,60
3,88
2,43
3,29
3,120
1,112
2,82
3,39
4,35
4,123
0,155
2,194
4,43
1,47
2,127
3,157
3,99
0,44
2,203
1,22
1,230
3,27
4,259
1,246
3,329
2,192
1,96
1,134
2,93
3,15
1,68
4,130
0,313
3,29
2,46
4,111
3,88
0,100
1,47
0,42
1,208
0,152
2,296
0,76
2,220
4,27
2,205
0,240
1,221
0,56
3,27
1,391
3,58
4,66
2,303
4,118
1,35
0,69
4,33
2,55
3,28
0,101
4,179
2,97
3,73
3,117
3,25
0,97
4,38
1,116
2,141
4,58
1,56
2,169
4,207
0,209
2,60
1,110
1,793
0,185
0,213
4,37
3,84
3,32
2,216
2,222
0,45
1,63
4,80
1,236
4,45
1,51
0,152
3,127
1,237
4,144
2,145
0,257
2,198
1,45
1,36
2,124
3,80
0,199
0,398
1,67
4,138
3,195
1,33
4,42
4,70
4,137
0,241
2,234
0,111
0,129
4,27
1,63
0,50
0,178
2,47
4,55
2,123
0,162
3,43
1,462
2,181
1,26
3,28
1,178
4,108
2,34
2,34
1,164
1,61
1,279
2,361
0,23
3,121
2,94
0,140
0,46
1,487
0,150
1,316
0,198
2,128
0,162
4,267
2,95
4,50
3,178
2,49
0,138
4,180
3,55
0,21
4,25
2,53
2,31
4,67
1,461
2,70
1,145
2,167
1,10
0,31
2,64
1,14
1,30
1,224
4,16
3,247
3,186
4,67
3,148
1,301
1,26
0,49
0,137
0,963
2,308
1,477
4,84
1,47
3,148
3,12
0,425
3,176
3,77
3,21
3,99
0,178
0,164
0,93
3,34
3,39
3,55
4,48
1,194
0,319
0,251
4,141
0,62
2,229
0,57
4,68
2,69
4,304
1,277
1,400
1,84
1,74
4,83
3,80
3,124
2,186
3,42
4,78
2,160
4,51
4,46
2,15
1,52
2,413
2,155
4,44
2,92
1,41
1,41
3,204
3,121
1,187
3,61
2,39
2,398
0,121
2,222
2,63
2,353
0,52
1,31
3,67
1,123
4,25
2,320
0,163
0,85
1,128
2,172
0,111
3,42
4,19
3,37
1,107
1,191
3,40
0,79
2,93
1,65
0,123
2,80
2,54
1,339
3,164
2,17
0,25
3,166
4,45
0,61
1,120
0,145
2,112
4,23
4,20
2,341
3,85
1,71
0,255
1,25
0,230
2,88
3,173
3,51
0,78
2,36
2,77
3,60
0,57
2,195
0,93
2,251
1,37
0,32
3,116
4,484
3,245
3,237
1,74
1,43
1,127
3,29
0,48
2,252
1,539
1,173
1,168
4,60
2,139
2,49
1,39
1,153
4,109
3,74
3,82
2,279
3,58
1,34
0,131
3,461
4,47
0,88
4,53
3,74
2,60
4,74
3,92
3,87
0,62
3,42
0,40
2,107
0,217
1,289
0,159
1,117
2,129
2,79
3,34
0,80
1,128
3,338
4,46
1,95
1,58
0,110
2,291
2,94
0,46
2,121
4,320
3,202
4,24
0,298
4,22
3,61
3,170
4,90
0,229
1,44
2,67
2,148
0,81
2,72
0,269
3,59
1,73
3,46
1,77
2,69
1,77
4,185
2,48
2,95
2,140
3,99
0,276
3,130
2,100
4,91
2,81
0,110
3,65
0,60
4,40
3,145
4,92
3,72
1,112
3,261
0,29
3,121
3,268
2,58
2,75
2,371
3,95
2,56
4,173
0,247
3,73
1,32
1,17
4,128
3,24
1,61
3,147
0,129
2,21
1,113
1,146
0,151
4,95
3,25
2,36
1,18
2,67
0,111
4,89
0,398
3,60
1,133
2,247
0,31
3,137
4,64
1,75
1,84
2,82
4,35
4,96
0,61
1,151
2,228
2,277
2,56
4,252
2,140
4,91
1,97
2,106
0,261
1,107
2,81
4,22
0,49
4,29
2,17
3,122
4,38
1,228
4,33
1,89
0,37
0,198
4,25
3,42
1,152
3,60
1,110
2,73
4,38
1,39
1,239
2,181
1,488
3,160
1,15
0,68
3,143
3,27
2,231
2,229
2,145
0,47
1,101
4,81
1,93
1,74
4,33
1,43
4,291
3,56
2,117
3,532
2,36
4,91
0,167
4,17
2,225
1,17
2,162
3,208
4,49
0,230
0,45
2,410
0,51
3,153
0,224
3,123
3,239
2,68
1,72
4,163
3,45
0,115
2,105
2,120
3,90
3,132
1,417
3,344
3,111
3,139
3,52
1,21
2,28
4,29
3,74
0,22
3,26
1,166
4,205
2,43
4,45
3,63
2,48
0,26
2,105
0,454
1,88
3,116
1,63
3,137
3,145
0,642
0,76
3,180
4,46
1,41
0,34
3,55
0,185
0,285
4,49
1,72
3,37
1,77
0,22
2,137
3,87
2,150
1,75
4,131
3,309
3,23
3,195
2,141
1,130
4,25
4,25
2,71
1,137
0,110
3,181
2,59
0,81
2,24
1,265
1,179
3,23
1,177
3,95
3,50
2,69
0,133
2,93
2,346
2,63
4,68
2,174
2,99
1,62
1,30
2,57
2,147
3,25
1,34
4,115
4,391
3,155
1,236
1,82
3,77
4,57
0,200
0,164
2,29
1,499
3,30
0,157
2,22
2,62
1,41
1,133
0,218
4,48
2,253
1,340
1,166
3,31
0,104
1,56
4,83
3,76
3,141
1,56
1,221
1,17
3,107
3,24
4,95
3,66
0,194
3,77
4,42
3,45
0,239
2,83
1,37
0,252
4,19
4,160
4,40
2,52
3,279
3,60
1,83
3,82
2,99
1,92
3,122
2,27
4,86
1,81
4,75
2,134
3,64
0,106
1,39
2,121
2,100
2,163
4,29
0,65
4,19
2,396
0,94
1,275
3,48
0,209
3,25
1,240
0,130
1,152
4,72
2,24
0,46
3,43
0,346
4,50
0,61
2,103
4,30
2,350
3,24
4,87
2,54
4,36
0,57
3,56
1,92
1,64
1,30
0,197
3,120
4,22
1,50
0,134
0,227
1,199
4,45
1,142
0,38
4,84
1,122
4,65
1,170
4,200
1,204
0,95
0,27
2,45
3,302
3,209
0,71
0,160
2,50
2,88
0,156
2,120
2,158
4,55
2,36
0,132
4,18
0,246
0,267
2,36
3,69
4,35
3,121
3,64
0,172
1,106
0,57
1,277
1,133
0,79
2,70
1,338
3,20
3,11
0,92
3,462
1,380
0,250
2,65
4,78
3,45
1,76
1,59
4,22
4,24
1,49
0,41
2,56
4,44
2,41
2,47
4,28
0,48
2,51
3,23
0,41
4,133
0,123
0,72
0,120
4,44
1,142
1,234
1,251
2,383
4,62
0,99
1,42
3,23
1,110
3,250
2,136
0,896
1,60
2,83
4,498
3,178
0,129
1,128
1,121
4,63
4,94
0,28
3,88
4,30
0,209
1,47
0,88
1,110
3,58
3,55
1,252
0,111
1,214
0,350
1,91
2,119
2,67
3,24
3,122
2,90
3,51
4,43
2,427
4,108
4,76
4,66
1,120
4,79
3,77
0,298
0,191
0,125
3,115
4,52
3,65
1,31
1,33
4,66
4,22
3,114
4,191
4,114
3,418
2,9
1,72
1,259
1,408
1,119
3,15
4,29
1,45
1,785
3,117
4,73
1,91
2,209
1,59
0,4
0,95
1,20
0,31
2,40
0,397
2,84
1,76
4,171
1,252
3,111
1,105
4,21
1,28
4,336
3,55
3,48
0,185
1,141
3,15
0,261
4,219
1,108
1,218
1,194
2,298
0,178
4,23
3,237
0,15
1,102
2,363
3,74
4,165
4,18
3,91
4,60
4,45
3,151
2,75
0,32
3,59
4,463
1,18
1,40
2,40
4,124
1,89
4,15
2,140
3,108
2,73
0,410
3,32
1,14
3,64
0,63
2,55
2,151
2,336
3,233
2,65
2,336
3,123
3,10
3,183
3,59
2,259
0,63
4,53
2,76
4,86
0,265
1,51
3,191
4,149
4,10
3,129
0,48
2,210
1,200
0,49
1,27
0,218
3,55
0,373
0,38
3,61
2,237
3,26
0,81
0,30
4,43
1,47
0,283
2,73
2,82
1,54
3,83
4,181
2,62
4,54
0,403
2,29
0,63
4,188
4,127
1,171
0,334
3,109
1,236
1,257
4,80
0,102
4,64
3,56
4,29
1,75
4,549
1,98
0,262
2,59
2,83
1,448
3,65
3,34
3,171
1,350
1,138
3,41
2,59
1,346
2,48
0,95
4,36
2,34
2,119
4,107
3,47
0,251
0,168
1,63
4,166
4,40
3,71
3,54
1,112
4,74
1,51
3,86
3,114
3,284
0,153
1,102
2,320
1,617
2,121
1,66
3,63
1,71
0,234
0,66
2,94
2,130
1,163
3,48
2,268
2,135
0,192
1,126
1,627
1,219
2,100
0,131
4,54
1,126
4,110
0,153
3,55
4,27
1,300
4,330
3,172
0,26
3,124
3,217
1,96
2,130
3,242
1,29
2,283
1,223
2,29
2,114
1,68
1,93
1,219
4,182
4,70
2,282
2,128
0,53
3,196
1,383
3,157
2,240
2,194
3,52
3,35
3,118
2,212
4,428
0,25
4,27
0,104
0,122
3,125
4,154
4,68
3,35
1,71
1,30
0,359
0,79
4,72
1,49
2,96
0,281
4,70
0,90
3,258
3,114
4,37
1,113
3,113
3,45
3,90
2,208
2,133
2,365
2,65
3,67
2,93
4,22
0,788
4,53
0,75
2,73
2,26
2,56
1,58
4,336
1,84
3,77
4,41
4,76
0,36
4,94
1,93
1,47
3,501
4,132
4,96
3,122
0,159
1,69
4,36
2,232
1,638
4,129
4,101
4,177
2,56
3,144
4,15
2,26
0,205
2,53
1,23
2,21
1,235
0,242
4,32
3,20
1,161
2,54
4,55
4,25
2,434
0,145
1,24
2,15
3,236
2,65
2,70
2,284
4,150
4,110
0,42
3,776
4,124
0,231
1,49
1,26
3,118
2,59
1,89
2,118
3,76
3,400
3,244
0,91
3,88
4,26
4,58
2,49
1,89
2,50
1,51
3,215
1,71
1,115
1,136
